Employee_ID,Age,Gender,Marital_Status,Education_Level,Job_Role,Department,Years_with_Company,Current_Salary,Job_Satisfaction_Score,Performance_Rating,Promotion_History,Training_History,Exit_Reason,Work_Life_Balance_Score,Previous_Experience_Years,Status,Date_of_Joining,Date_of_Leaving,Resignation Status
EMP_206,31,Other,Divorced,Master's,HR,Finance,11,119177,4,1,0,Not Completed,None,5,14,Active,6/10/2012,,N
EMP_207,51,Female,Divorced,Bachelor's,IT Support,Engineering,10,56573,2,2,0,Not Completed,None,2,8,Active,8/7/2017,,N
EMP_208,43,Male,Married,High School,Manager,Engineering,7,100680,3,3,1,Not Completed,Voluntary,2,11,Resigned,10/22/2005,2/25/2009,Y
EMP_209,26,Female,Divorced,Doctorate,Finance,Sales,16,87262,2,1,0,Completed,Involuntary,1,5,Resigned,6/7/2005,11/30/2013,Y
EMP_210,30,Female,Married,High School,Sales,Sales,1,31688,3,3,1,Completed,Voluntary,3,1,Active,5/3/2011,,N
EMP_211,25,Other,Divorced,Doctorate,Sales,HR,1,113515,5,3,1,Completed,Involuntary,1,10,Resigned,4/1/2004,5/30/2008,Y
EMP_212,22,Other,Divorced,High School,Sales,Management,12,61803,3,4,0,Not Completed,None,3,9,Active,8/24/2007,,N
EMP_213,55,Female,Single,Master's,Manager,HR,16,46154,3,1,2,Not Completed,None,2,9,Active,6/16/2007,,N
EMP_214,47,Female,Single,Doctorate,HR,Sales,5,110659,4,2,0,Completed,Voluntary,1,1,Active,4/8/2015,,N
EMP_215,39,Male,Married,Bachelor's,HR,Finance,14,53998,4,4,1,Not Completed,Voluntary,2,9,Active,7/15/2005,,N
EMP_216,37,Other,Single,High School,Engineer,Sales,18,35786,1,3,2,Completed,Voluntary,1,0,Active,10/14/2012,,N
EMP_217,44,Female,Married,Master's,IT Support,Management,9,89059,1,2,2,Not Completed,Involuntary,2,11,Active,12/1/2003,,N
EMP_218,57,Other,Single,Doctorate,Engineer,Finance,2,100665,3,4,1,Not Completed,None,2,3,Active,6/20/2011,,N
EMP_219,47,Male,Married,Master's,HR,HR,12,55777,5,4,2,Completed,None,2,9,Active,9/13/2017,,N
EMP_220,23,Male,Divorced,High School,Sales,HR,10,98381,1,4,2,Completed,None,4,10,Active,11/18/2006,,N
EMP_221,26,Female,Married,Bachelor's,Manager,Sales,2,103984,3,3,0,Completed,Retirement,1,12,Resigned,8/26/2001,5/15/2003,Y
EMP_222,50,Male,Single,Bachelor's,HR,Sales,15,85290,4,3,1,Not Completed,Voluntary,4,1,Active,3/30/2019,,N
EMP_223,25,Female,Married,High School,Manager,IT,4,57139,1,1,2,Not Completed,Voluntary,2,9,Active,7/30/2019,,N
EMP_224,56,Other,Single,Doctorate,Finance,HR,19,117254,1,4,1,Completed,Voluntary,5,10,Active,5/3/2018,,N
EMP_225,43,Other,Divorced,Master's,Sales,HR,4,79030,3,2,0,Completed,None,3,8,Active,11/18/2018,,N
EMP_226,29,Female,Single,Master's,Finance,Engineering,9,53581,3,3,0,Completed,None,1,1,Active,11/22/2000,,N
EMP_227,42,Female,Divorced,Doctorate,HR,Management,13,57993,2,4,0,Not Completed,None,1,10,Terminated,7/5/2010,3/11/2018,Y
EMP_228,29,Female,Divorced,High School,Engineer,Engineering,10,72048,2,2,2,Not Completed,Voluntary,3,8,Active,4/28/2016,,N
EMP_229,26,Other,Single,Master's,HR,Engineering,14,42923,5,3,0,Completed,None,4,0,Resigned,8/7/2007,12/3/2013,Y
EMP_230,42,Other,Divorced,Master's,Finance,HR,3,43084,1,2,1,Completed,Voluntary,3,13,Active,4/8/2016,,N
EMP_231,48,Male,Single,High School,Manager,IT,3,113096,2,2,0,Completed,Voluntary,5,6,Resigned,12/18/2009,2/19/2017,Y
EMP_232,59,Male,Married,Master's,IT Support,Management,16,52567,3,1,2,Not Completed,Involuntary,2,14,Active,8/13/2001,,N
EMP_233,26,Other,Divorced,Doctorate,IT Support,HR,9,49481,1,3,0,Not Completed,Involuntary,3,5,Terminated,12/9/2003,2/23/2007,Y
EMP_234,42,Other,Married,Doctorate,HR,Engineering,14,41422,2,3,2,Completed,None,3,5,Active,10/10/2009,,N
EMP_235,29,Female,Married,High School,Engineer,Engineering,16,97260,5,3,1,Not Completed,None,2,1,Active,4/30/2002,,N
EMP_236,43,Other,Single,High School,Finance,HR,9,98164,5,3,0,Completed,Voluntary,1,14,Active,3/15/2001,,N
EMP_237,39,Other,Single,Doctorate,HR,Sales,5,85296,5,1,0,Completed,Voluntary,5,0,Active,10/10/2018,,N
EMP_238,25,Male,Divorced,High School,Finance,Sales,13,57875,5,1,1,Completed,Voluntary,3,9,Active,1/1/2018,,N
EMP_239,25,Male,Single,Doctorate,Finance,HR,15,47734,3,4,1,Not Completed,Voluntary,3,7,Active,3/14/2008,,N
EMP_240,58,Female,Married,Doctorate,Sales,Finance,4,119645,5,3,2,Completed,Voluntary,1,7,Resigned,2/10/2012,12/27/2019,Y
EMP_241,36,Male,Married,Doctorate,IT Support,Finance,14,96155,4,2,0,Completed,None,5,1,Active,9/20/2014,,N
EMP_242,59,Female,Married,Master's,IT Support,Sales,7,81700,5,1,0,Not Completed,Voluntary,2,3,Active,7/23/2004,,N
EMP_243,48,Other,Divorced,High School,Manager,Management,4,43786,2,2,0,Completed,None,2,12,Active,12/18/2007,,N
EMP_244,42,Other,Single,Master's,Sales,IT,17,84395,1,2,0,Completed,Involuntary,4,12,Active,7/14/2015,,N
EMP_245,25,Female,Married,High School,IT Support,Engineering,9,95171,2,2,1,Completed,Involuntary,5,3,Active,3/21/2014,,N
EMP_246,32,Male,Divorced,Bachelor's,Finance,Management,4,117463,1,4,0,Completed,Involuntary,5,14,Active,6/11/2003,,N
EMP_247,40,Male,Single,Master's,Engineer,Sales,3,94763,3,4,0,Not Completed,None,3,1,Active,3/24/2004,,N
EMP_248,40,Other,Single,Master's,Engineer,HR,19,105265,1,3,0,Not Completed,Retirement,4,10,Active,3/20/2005,,N
EMP_249,48,Male,Married,Master's,Sales,Finance,9,117773,4,1,2,Completed,Voluntary,2,8,Active,7/3/2015,,N
EMP_250,49,Female,Divorced,Bachelor's,Engineer,Sales,8,90922,5,3,2,Not Completed,None,5,11,Terminated,1/27/2010,1/19/2012,Y
EMP_251,26,Other,Married,High School,Finance,Management,7,65301,2,4,2,Not Completed,Voluntary,5,13,Active,12/20/2004,,N
EMP_252,46,Male,Married,Bachelor's,HR,Management,7,90998,1,4,1,Not Completed,None,1,3,Active,3/26/2006,,N
EMP_253,24,Other,Divorced,High School,Finance,IT,4,89724,2,2,1,Not Completed,Voluntary,2,3,Active,1/29/2009,,N
EMP_254,47,Other,Married,High School,IT Support,Sales,19,88976,5,3,1,Not Completed,None,1,14,Active,12/21/2003,,N
EMP_255,31,Male,Divorced,High School,HR,Engineering,12,51735,3,2,0,Not Completed,Retirement,4,14,Active,8/9/2005,,N
EMP_256,45,Female,Divorced,High School,Engineer,Management,6,113485,5,4,0,Not Completed,Retirement,5,3,Terminated,4/1/2013,1/19/2023,Y
EMP_257,50,Male,Married,High School,Manager,Engineering,12,50509,3,3,1,Not Completed,Voluntary,4,4,Terminated,9/14/2009,4/11/2017,Y
EMP_258,28,Male,Married,Bachelor's,Manager,Engineering,4,99804,2,3,2,Completed,Voluntary,1,9,Active,7/25/2019,,N
EMP_259,44,Male,Single,Master's,Finance,HR,2,65607,3,1,0,Completed,None,2,11,Active,6/7/2013,,N
EMP_260,48,Male,Single,Bachelor's,Finance,Sales,15,74507,3,4,2,Completed,None,5,11,Terminated,12/13/2009,6/9/2014,Y
EMP_261,30,Male,Divorced,Master's,Engineer,Sales,6,82540,3,4,0,Completed,Retirement,2,7,Active,1/5/2016,,N
EMP_262,24,Male,Divorced,Master's,Manager,Engineering,18,70944,3,1,0,Completed,Involuntary,4,3,Active,6/22/2000,,N
EMP_263,34,Female,Divorced,Doctorate,Manager,HR,5,69308,3,4,2,Completed,Voluntary,3,2,Active,1/3/2003,,N
EMP_264,27,Other,Single,Master's,Finance,Management,4,42412,1,2,1,Completed,None,2,10,Active,1/27/2003,,N
EMP_265,59,Female,Married,Bachelor's,IT Support,Management,11,86399,3,2,2,Completed,Voluntary,2,0,Terminated,1/4/2007,1/13/2009,Y
EMP_266,42,Male,Married,Doctorate,Manager,Sales,11,57150,3,2,1,Not Completed,Voluntary,2,1,Resigned,12/18/2019,9/1/2023,Y
EMP_267,40,Female,Single,High School,Finance,Engineering,9,101178,5,3,1,Completed,None,5,3,Active,8/4/2005,,N
EMP_268,46,Other,Married,High School,Sales,HR,3,88763,5,2,0,Completed,Involuntary,4,8,Resigned,12/11/2019,12/27/2020,Y
EMP_269,25,Female,Married,Master's,Manager,HR,11,105605,5,4,0,Not Completed,Voluntary,4,14,Active,5/6/2010,,N
EMP_270,43,Male,Married,High School,HR,Management,2,61832,3,1,0,Not Completed,Voluntary,5,13,Resigned,8/27/2014,5/30/2020,Y
EMP_271,26,Other,Single,High School,Engineer,Management,9,96562,5,2,1,Completed,None,2,0,Active,12/16/2005,,N
EMP_272,22,Male,Divorced,Doctorate,Finance,Finance,10,99128,1,2,1,Completed,Voluntary,2,5,Active,8/18/2006,,N
EMP_273,38,Male,Married,Bachelor's,Manager,Finance,11,96523,2,3,2,Completed,None,3,5,Active,11/10/2011,,N
EMP_274,30,Other,Married,High School,Manager,Engineering,3,111453,5,4,0,Not Completed,Involuntary,2,9,Active,4/29/2016,,N
EMP_275,30,Other,Divorced,High School,IT Support,Finance,17,37238,5,1,0,Completed,Voluntary,1,2,Active,3/30/2013,,N
EMP_276,45,Male,Married,Bachelor's,Finance,HR,11,103866,1,4,1,Not Completed,None,2,9,Active,5/4/2017,,N
EMP_277,31,Female,Married,Doctorate,HR,Finance,17,90930,4,2,0,Completed,Retirement,3,8,Terminated,4/30/2010,11/22/2018,Y
EMP_278,41,Other,Divorced,Doctorate,Manager,Sales,19,35650,4,4,1,Not Completed,Involuntary,1,13,Terminated,4/12/2017,3/18/2025,Y
EMP_279,38,Female,Single,High School,Sales,Sales,4,67264,1,1,2,Not Completed,Involuntary,3,9,Active,8/19/2004,,N
EMP_280,34,Female,Single,Master's,Engineer,IT,2,79588,5,2,2,Not Completed,Voluntary,3,2,Resigned,10/17/2000,8/7/2004,Y
EMP_281,50,Other,Married,Bachelor's,Finance,Management,14,47807,2,4,0,Completed,None,4,0,Terminated,10/6/2010,12/20/2019,Y
EMP_282,57,Female,Married,Doctorate,Manager,Management,15,55712,5,1,2,Completed,Involuntary,5,1,Active,11/19/2003,,N
EMP_283,44,Other,Divorced,High School,IT Support,Engineering,3,92915,1,2,0,Not Completed,None,3,14,Active,4/25/2015,,N
EMP_284,48,Other,Divorced,Doctorate,IT Support,Sales,13,84826,1,2,0,Not Completed,None,2,14,Resigned,3/14/2017,10/31/2024,Y
EMP_285,39,Other,Married,High School,Engineer,IT,13,57865,3,4,1,Not Completed,None,4,3,Active,7/16/2014,,N
EMP_286,39,Other,Married,Bachelor's,Finance,Engineering,18,31145,1,3,1,Completed,None,1,3,Active,6/11/2005,,N
EMP_287,30,Female,Single,Master's,Finance,Engineering,7,117499,3,3,0,Not Completed,None,5,1,Active,7/21/2001,,N
EMP_288,24,Female,Single,Bachelor's,Finance,Finance,16,104836,1,1,2,Completed,Involuntary,4,9,Active,6/9/2015,,N
EMP_289,28,Other,Single,Doctorate,HR,Management,16,116415,3,4,2,Completed,Involuntary,3,5,Terminated,2/26/2014,8/27/2017,Y
EMP_290,36,Other,Single,Doctorate,Sales,Engineering,6,85651,3,1,0,Not Completed,Voluntary,4,14,Active,4/26/2008,,N
EMP_291,51,Other,Divorced,Doctorate,IT Support,Engineering,6,36242,5,4,0,Not Completed,None,2,5,Resigned,6/3/2006,12/19/2008,Y
EMP_292,30,Other,Single,Master's,Finance,Management,4,43832,3,1,2,Completed,None,2,2,Resigned,8/9/2008,6/20/2018,Y
EMP_293,48,Male,Single,Bachelor's,HR,Management,3,94005,4,1,2,Completed,Voluntary,2,0,Active,4/22/2006,,N
EMP_294,57,Female,Married,High School,Finance,Sales,1,89328,1,4,1,Completed,None,5,9,Resigned,11/4/2000,10/25/2009,Y
EMP_295,39,Female,Single,Bachelor's,Finance,Management,3,109821,2,3,1,Not Completed,Retirement,4,8,Active,11/8/2005,,N
EMP_296,52,Other,Married,Bachelor's,HR,Finance,19,104633,1,1,2,Completed,Involuntary,4,3,Active,1/5/2006,,N
EMP_297,38,Male,Married,Master's,Sales,Sales,9,77852,5,4,1,Completed,Voluntary,3,8,Resigned,9/15/2019,5/28/2024,Y
EMP_298,27,Male,Single,Bachelor's,Engineer,IT,14,31992,5,4,1,Not Completed,Involuntary,1,4,Active,4/6/2001,,N
EMP_299,46,Male,Single,Doctorate,IT Support,Engineering,19,66890,3,4,0,Completed,None,2,6,Resigned,12/13/2012,12/23/2017,Y
EMP_300,59,Other,Married,Master's,Manager,Finance,19,59394,5,2,1,Not Completed,Voluntary,1,2,Active,6/17/2010,,N
EMP_301,59,Male,Divorced,Doctorate,Finance,Finance,13,79957,5,4,1,Not Completed,Involuntary,1,14,Resigned,12/15/2012,8/13/2022,Y
EMP_302,52,Other,Married,Doctorate,Sales,Sales,16,113912,1,4,0,Not Completed,None,2,2,Active,10/7/2001,,N
EMP_303,50,Male,Divorced,Bachelor's,IT Support,Engineering,8,95353,4,2,2,Not Completed,None,2,7,Active,8/18/2012,,N
EMP_304,30,Other,Divorced,High School,Manager,Sales,16,53880,4,2,1,Not Completed,Retirement,3,0,Active,6/19/2016,,N
EMP_305,22,Other,Single,Bachelor's,Finance,HR,9,115520,3,3,1,Not Completed,Retirement,5,7,Active,10/28/2003,,N
EMP_306,37,Female,Single,High School,Manager,HR,9,109077,5,4,2,Not Completed,Voluntary,2,7,Active,12/12/2008,,N
EMP_307,59,Other,Single,Master's,HR,Sales,3,58975,5,1,1,Not Completed,None,1,2,Active,9/25/2011,,N
EMP_308,44,Male,Single,Master's,IT Support,Engineering,7,91616,4,2,2,Not Completed,None,3,0,Active,8/10/2010,,N
EMP_309,29,Female,Married,Master's,Sales,Engineering,18,34010,3,2,0,Completed,None,4,8,Active,6/6/2011,,N
EMP_310,33,Male,Divorced,Doctorate,Sales,Management,2,103811,5,3,2,Not Completed,Voluntary,3,3,Active,4/19/2004,,N
EMP_311,31,Other,Married,Doctorate,IT Support,Finance,1,83510,3,3,2,Completed,Voluntary,2,6,Active,3/26/2002,,N
EMP_312,37,Female,Divorced,Master's,Engineer,Sales,12,66088,1,3,2,Completed,Voluntary,2,8,Terminated,3/20/2005,9/15/2009,Y
EMP_313,45,Other,Married,Bachelor's,Engineer,Finance,16,114425,5,4,0,Not Completed,Retirement,5,2,Terminated,5/30/2011,1/30/2014,Y
EMP_314,29,Other,Divorced,Doctorate,Manager,Finance,12,70596,5,4,2,Not Completed,Voluntary,3,4,Active,9/21/2005,,N
EMP_315,32,Male,Single,Doctorate,HR,HR,10,70653,5,4,2,Not Completed,None,2,9,Active,5/30/2013,,N
EMP_316,47,Male,Divorced,Bachelor's,Manager,HR,9,62155,4,2,0,Completed,Retirement,1,10,Active,10/9/2008,,N
EMP_317,28,Male,Single,Doctorate,Finance,IT,18,36349,4,3,1,Not Completed,Voluntary,1,12,Active,8/6/2010,,N
EMP_318,36,Female,Divorced,Bachelor's,Sales,Sales,4,53347,5,2,1,Completed,None,3,2,Active,2/3/2003,,N
EMP_319,36,Male,Married,High School,Manager,IT,8,98598,5,1,2,Completed,Voluntary,5,4,Active,11/8/2015,,N
EMP_320,24,Other,Divorced,Bachelor's,Manager,Sales,4,99388,1,4,0,Completed,None,3,10,Active,10/18/2017,,N
EMP_321,37,Female,Married,High School,IT Support,Engineering,16,92241,1,2,0,Not Completed,Involuntary,5,1,Active,8/17/2005,,N
EMP_322,36,Male,Married,Doctorate,Sales,Sales,8,84142,3,1,2,Not Completed,Involuntary,1,3,Active,12/2/2004,,N
EMP_323,46,Male,Single,High School,Sales,Engineering,7,43160,3,2,2,Completed,Voluntary,2,11,Active,5/7/2009,,N
EMP_324,54,Male,Divorced,Bachelor's,Engineer,Engineering,13,111858,4,1,1,Completed,None,4,1,Resigned,10/20/2006,9/16/2010,Y
EMP_325,35,Other,Married,High School,Engineer,Sales,8,95923,2,2,1,Completed,None,2,2,Resigned,1/14/2017,3/25/2019,Y
EMP_326,45,Male,Divorced,Master's,Sales,Engineering,7,76891,1,2,2,Completed,Involuntary,1,14,Resigned,11/19/2001,8/27/2004,Y
EMP_327,32,Other,Single,Bachelor's,Manager,Finance,5,102446,3,4,0,Not Completed,Voluntary,1,4,Active,6/25/2009,,N
EMP_328,24,Female,Single,Bachelor's,Finance,Engineering,18,45758,1,2,2,Not Completed,None,2,8,Active,7/29/2001,,N
EMP_329,30,Male,Divorced,High School,Manager,Finance,19,32003,1,2,0,Completed,Voluntary,2,2,Active,9/4/2013,,N
EMP_330,27,Other,Married,Doctorate,Finance,Finance,10,55607,2,3,1,Completed,None,1,9,Active,8/10/2017,,N
EMP_331,52,Male,Married,Doctorate,Sales,Finance,11,68513,1,2,2,Completed,None,2,5,Active,4/29/2014,,N
EMP_332,37,Male,Married,Bachelor's,IT Support,Management,8,99083,2,4,0,Not Completed,None,4,3,Resigned,3/29/2008,11/2/2015,Y
EMP_333,32,Female,Divorced,Bachelor's,Finance,IT,6,91781,2,2,1,Not Completed,None,4,3,Terminated,9/7/2010,10/29/2018,Y
EMP_334,38,Female,Married,High School,Engineer,Management,11,55672,1,4,2,Completed,Voluntary,3,10,Resigned,6/6/2016,8/27/2017,Y
EMP_335,24,Other,Married,Bachelor's,IT Support,Engineering,16,71819,1,3,2,Not Completed,Voluntary,4,12,Resigned,3/8/2013,1/30/2019,Y
EMP_336,40,Other,Married,Bachelor's,Sales,IT,4,109992,3,4,1,Not Completed,Voluntary,1,14,Active,6/9/2019,,N
EMP_337,45,Other,Single,Doctorate,HR,IT,2,95837,1,3,2,Completed,Voluntary,1,14,Resigned,10/31/2011,7/27/2017,Y
EMP_338,29,Female,Married,Bachelor's,Finance,IT,13,61603,1,3,1,Not Completed,None,3,9,Terminated,12/5/2014,10/20/2018,Y
EMP_339,57,Other,Divorced,High School,Finance,Sales,7,116081,1,3,0,Not Completed,Voluntary,5,9,Active,2/27/2015,,N
EMP_340,23,Female,Divorced,Bachelor's,IT Support,Engineering,17,88265,3,3,2,Not Completed,None,3,12,Active,7/31/2017,,N
EMP_341,44,Female,Married,Bachelor's,HR,Management,13,70478,2,3,1,Not Completed,None,5,4,Active,4/9/2019,,N
EMP_342,51,Male,Divorced,Bachelor's,HR,IT,10,111714,3,4,1,Not Completed,Involuntary,5,14,Active,8/6/2010,,N
EMP_343,46,Male,Divorced,Master's,Sales,IT,13,113752,1,3,0,Not Completed,Voluntary,2,10,Active,10/10/2007,,N
EMP_344,28,Other,Married,Bachelor's,IT Support,HR,10,103778,5,3,2,Completed,Voluntary,4,6,Terminated,6/1/2008,10/30/2013,Y
EMP_345,49,Female,Single,High School,Manager,IT,7,37496,1,3,1,Completed,Voluntary,5,10,Active,9/14/2012,,N
EMP_346,38,Female,Married,Doctorate,HR,IT,10,116402,3,3,1,Completed,Involuntary,2,13,Active,11/30/2006,,N
EMP_347,53,Female,Divorced,Doctorate,Finance,HR,16,58357,3,3,1,Not Completed,Involuntary,3,3,Active,7/13/2009,,N
EMP_348,22,Male,Divorced,Master's,HR,Engineering,3,76252,4,1,2,Not Completed,Retirement,3,7,Active,7/10/2005,,N
EMP_349,48,Female,Married,High School,Sales,Management,4,61212,5,2,2,Not Completed,None,5,11,Active,4/1/2009,,N
EMP_350,57,Other,Divorced,Doctorate,Sales,Finance,4,35887,3,2,0,Completed,Involuntary,2,12,Resigned,12/29/2008,1/18/2010,Y
EMP_351,28,Other,Single,Doctorate,Finance,Management,4,113398,2,3,0,Completed,Voluntary,1,8,Active,6/28/2008,,N
EMP_352,24,Male,Married,Bachelor's,Finance,Engineering,16,64856,1,3,0,Not Completed,None,4,8,Terminated,5/11/2012,10/3/2016,Y
EMP_353,51,Other,Divorced,Bachelor's,Finance,Management,9,36040,2,1,2,Not Completed,Involuntary,5,8,Active,11/17/2009,,N
EMP_354,22,Female,Single,Bachelor's,Manager,HR,6,43440,3,3,1,Not Completed,Voluntary,1,1,Active,11/17/2002,,N
EMP_355,55,Female,Divorced,Master's,Finance,IT,10,58371,3,1,2,Not Completed,None,4,2,Terminated,11/17/2012,10/20/2016,Y
EMP_356,59,Other,Single,Bachelor's,IT Support,IT,4,49724,2,2,2,Not Completed,None,1,4,Terminated,3/27/2000,11/5/2003,Y
EMP_357,57,Male,Divorced,High School,Sales,Finance,12,97879,2,4,2,Completed,None,2,11,Active,6/24/2008,,N
EMP_358,54,Female,Married,Master's,Sales,Engineering,10,37188,4,2,0,Completed,Voluntary,5,0,Resigned,2/23/2017,1/23/2022,Y
EMP_359,37,Female,Divorced,Doctorate,HR,IT,12,89580,1,4,1,Not Completed,Retirement,1,3,Active,3/1/2013,,N
EMP_360,59,Male,Married,Doctorate,Finance,Engineering,19,75216,2,4,2,Completed,Voluntary,1,10,Active,9/5/2006,,N
EMP_361,32,Female,Single,High School,Manager,Sales,19,102392,1,4,0,Not Completed,None,1,13,Active,10/14/2017,,N
EMP_362,29,Other,Single,High School,IT Support,Finance,1,52044,5,3,2,Completed,Voluntary,5,13,Active,11/10/2016,,N
EMP_363,22,Other,Divorced,Doctorate,Engineer,Engineering,4,40620,3,1,1,Not Completed,Voluntary,2,4,Active,8/27/2017,,N
EMP_364,35,Male,Married,High School,HR,Management,13,50723,2,4,0,Not Completed,None,2,8,Active,7/1/2003,,N
EMP_365,51,Male,Married,High School,IT Support,Management,8,71142,5,1,2,Not Completed,None,1,7,Active,7/11/2018,,N
EMP_366,42,Other,Single,High School,Manager,Management,14,71503,3,2,0,Not Completed,None,2,0,Active,6/3/2001,,N
EMP_367,42,Male,Single,Bachelor's,Finance,Management,16,119011,4,4,1,Completed,Voluntary,4,13,Active,8/14/2016,,N
EMP_368,55,Other,Divorced,Doctorate,Manager,Engineering,2,60243,3,2,1,Not Completed,Involuntary,2,12,Resigned,2/26/2019,8/29/2027,Y
EMP_369,59,Male,Single,High School,Engineer,HR,8,62860,2,1,0,Not Completed,None,1,11,Active,7/28/2018,,N
EMP_370,47,Other,Single,High School,IT Support,Finance,13,97951,5,1,2,Not Completed,Retirement,4,2,Active,1/21/2001,,N
EMP_371,35,Female,Married,Bachelor's,Manager,Management,1,34254,5,2,1,Not Completed,Voluntary,5,13,Terminated,4/19/2019,6/24/2022,Y
EMP_372,56,Female,Married,Doctorate,Engineer,Engineering,12,106173,5,1,1,Completed,Voluntary,3,13,Active,1/14/2000,,N
EMP_373,39,Other,Married,Master's,Engineer,IT,17,54510,3,2,2,Completed,None,2,2,Active,6/18/2011,,N
EMP_374,41,Female,Single,Doctorate,IT Support,IT,7,102052,1,1,0,Completed,Retirement,4,10,Active,7/7/2009,,N
EMP_375,30,Other,Divorced,Doctorate,Engineer,Engineering,16,99937,1,3,0,Not Completed,None,3,5,Active,10/16/2009,,N
EMP_376,54,Male,Divorced,Doctorate,IT Support,Management,14,62122,3,2,2,Completed,Involuntary,5,3,Active,1/4/2000,,N
EMP_377,25,Female,Single,Bachelor's,Manager,Sales,10,89317,2,4,1,Not Completed,Retirement,3,3,Resigned,5/27/2008,4/26/2016,Y
EMP_378,25,Female,Divorced,Doctorate,Finance,Engineering,3,115209,3,4,1,Completed,None,5,0,Active,1/3/2009,,N
EMP_379,37,Female,Single,Master's,Sales,Finance,12,59653,1,4,2,Completed,Involuntary,1,11,Active,1/7/2010,,N
EMP_380,47,Other,Divorced,High School,Sales,Finance,8,73336,3,1,2,Not Completed,None,1,9,Active,5/23/2013,,N
EMP_381,27,Female,Single,Doctorate,Manager,Sales,16,93328,5,2,0,Completed,Voluntary,5,12,Active,10/13/2010,,N
EMP_382,58,Male,Married,Bachelor's,Finance,IT,1,50822,2,1,0,Not Completed,Voluntary,3,11,Resigned,10/21/2011,10/8/2020,Y
EMP_383,43,Female,Divorced,Doctorate,Sales,IT,17,102403,2,4,2,Completed,None,2,10,Resigned,6/14/2014,3/30/2017,Y
EMP_384,28,Male,Married,Doctorate,Engineer,Engineering,6,76944,4,3,1,Not Completed,None,3,3,Active,5/21/2004,,N
EMP_385,51,Female,Married,Master's,Manager,Sales,1,66002,3,4,0,Not Completed,None,3,0,Resigned,1/10/2016,2/10/2019,Y
EMP_386,31,Female,Divorced,Master's,Manager,Engineering,15,117917,5,4,2,Not Completed,Voluntary,2,14,Resigned,2/20/2013,10/30/2015,Y
EMP_387,36,Male,Single,Bachelor's,HR,Engineering,13,47517,3,4,1,Not Completed,Voluntary,3,4,Active,3/19/2013,,N
EMP_388,27,Female,Married,Bachelor's,HR,Sales,6,107366,4,3,0,Completed,None,3,12,Terminated,11/12/2016,10/23/2019,Y
EMP_389,45,Male,Married,Bachelor's,HR,IT,13,40589,4,3,2,Not Completed,Voluntary,4,2,Resigned,11/17/2010,10/18/2012,Y
EMP_390,23,Male,Single,Bachelor's,IT Support,HR,4,90117,3,2,2,Completed,None,5,12,Active,12/17/2006,,N
EMP_391,36,Male,Single,Bachelor's,Finance,Management,1,89264,3,3,1,Not Completed,Voluntary,1,9,Active,6/30/2004,,N
EMP_392,42,Female,Divorced,High School,Manager,Management,10,64830,3,2,1,Not Completed,None,5,4,Resigned,1/29/2004,11/21/2013,Y
EMP_393,39,Female,Divorced,High School,HR,Management,4,89544,1,3,2,Not Completed,None,3,13,Active,1/13/2018,,N
EMP_394,26,Male,Single,Bachelor's,Manager,Sales,13,34627,4,2,1,Not Completed,Voluntary,2,2,Resigned,1/15/2016,12/18/2020,Y
EMP_395,46,Female,Married,Bachelor's,Engineer,Engineering,4,96004,2,4,2,Completed,None,2,4,Active,2/10/2011,,N
EMP_396,57,Other,Single,High School,HR,Engineering,16,96880,1,3,1,Completed,Voluntary,1,3,Active,3/28/2014,,N
EMP_397,31,Male,Divorced,Master's,Manager,Finance,9,55454,5,1,1,Not Completed,Voluntary,1,8,Active,12/14/2018,,N
EMP_398,44,Male,Married,High School,Finance,Engineering,4,91806,2,1,0,Completed,Involuntary,1,13,Active,4/10/2017,,N
EMP_399,45,Other,Married,Bachelor's,IT Support,IT,8,101634,2,2,0,Completed,Retirement,2,5,Active,10/18/2017,,N
EMP_400,31,Other,Divorced,Master's,Finance,HR,4,62229,2,3,1,Not Completed,Involuntary,3,11,Resigned,6/17/2017,7/23/2020,Y
EMP_401,27,Male,Married,Bachelor's,Finance,Management,9,51341,4,3,2,Completed,Retirement,1,14,Active,11/7/2008,,N
EMP_402,34,Other,Single,Doctorate,HR,IT,11,45375,5,1,1,Not Completed,Voluntary,1,13,Active,4/19/2017,,N
EMP_403,42,Male,Divorced,Master's,Finance,IT,5,82497,1,3,0,Not Completed,Voluntary,2,9,Active,8/22/2004,,N
EMP_404,53,Female,Married,Bachelor's,IT Support,HR,9,79740,5,3,2,Completed,Retirement,3,1,Active,10/18/2003,,N
EMP_405,36,Other,Divorced,High School,Sales,Management,8,95627,1,2,1,Completed,Retirement,1,0,Resigned,2/13/2013,12/19/2021,Y
EMP_406,23,Male,Married,Bachelor's,IT Support,Sales,4,92515,4,4,1,Not Completed,None,3,0,Resigned,4/12/2003,12/8/2010,Y
EMP_407,36,Male,Single,High School,Engineer,HR,1,31884,5,1,1,Not Completed,None,4,0,Active,4/4/2006,,N
EMP_408,38,Male,Divorced,Master's,IT Support,IT,13,108968,2,4,1,Not Completed,None,1,8,Active,9/14/2002,,N
EMP_409,41,Other,Married,High School,Manager,Engineering,5,115041,5,3,0,Completed,Involuntary,1,4,Active,12/27/2013,,N
